Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Article_group1,Food group_level1,Article_group2,Food group_level2,Article_group3,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Vitamine D,Enfants 1 à 8 ans,219,des,Fruits et légumes,des,Fruits,des,Melons,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,260,des,Fruits et légumes,des,Fruits,des,Autres fruits,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,118,des,Fruits et légumes,des,Fruits,des,Pêches et nectarines,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,133,des,Fruits et légumes,des,Fruits,des,Poires,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,94,des,Fruits et légumes,des,Fruits,des,Ananas,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,37,des,Fruits et légumes,des,Fruits,des,Prunes et pruneaux,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,1773,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Autres légumes,0,0,0,0,mcg,0.1,0,,3
Vitamine D,Enfants 1 à 8 ans,1068,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes vert foncé,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,875,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes jaune foncé ou orange,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,1032,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes féculents,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,2475,des,Produits céréaliers,,,,,0.2,0,0.2,0.3,mcg,4.4,0.2,,1
Vitamine D,Enfants 1 à 8 ans,2114,des,Produits céréaliers,des,Pains,,,0.1,0,0.1,0.1,mcg,2,0.1,,2
Vitamine D,Enfants 1 à 8 ans,1282,des,Produits céréaliers,des,Céréales pour déjeuner,,,0.1,0,0.1,0.1,mcg,2.3,0.2,,2
Vitamine D,Enfants 1 à 8 ans,970,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,,0,0,0,0,mcg,0,0,,2
Vitamine D,Enfants 1 à 8 ans,2037,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,,,0,0,0,0,mcg,0.1,0,,2
Vitamine D,Enfants 1 à 8 ans,951,des,Produits céréaliers,des,Pains,des,Pains et petits pains blancs,0.1,0,0,0.1,mcg,1,0.1,,3
Vitamine D,Enfants 1 à 8 ans,813,des,Produits céréaliers,des,Pains,des,Pains et petits pains à grains entiers et blé entier,0,0,0,0.1,mcg,0.9,0.1,,3
Vitamine D,Enfants 1 à 8 ans,805,des,Produits céréaliers,des,Pains,des,Autres produits panifiés,0,0,0,0,mcg,0.2,0,,3
Vitamine D,Enfants 1 à 8 ans,745,des,Produits céréaliers,des,Pains,des,Craquelins et biscottes,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,670,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),0.1,0,0.1,0.1,mcg,2.2,0.2,,3
Vitamine D,Enfants 1 à 8 ans,728,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,0,0,0,0,mcg,0.1,0,,3
Vitamine D,Enfants 1 à 8 ans,21,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,26,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,317,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Barres granola,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,834,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,0,0,0,0,mcg,0.1,0,,3
Vitamine D,Enfants 1 à 8 ans,1461,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,654,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,2072,de la,Viandes et volailles,,,,,0.1,0,0.1,0.1,mcg,2.2,0.2,,1
Vitamine D,Enfants 1 à 8 ans,1003,de la,Viandes et volailles,de la,Volaille,,,0,0,0,0,mcg,0.4,0,,2
Vitamine D,Enfants 1 à 8 ans,942,de la,Viandes et volailles,des,Viandes transformées,,,0.1,0,0,0.1,mcg,0.9,0.1,,2
Vitamine D,Enfants 1 à 8 ans,999,de la,Viandes et volailles,de la,Viande rouge,,,0.1,0,0,0.1,mcg,0.9,0.1,,2
Vitamine D,Enfants 1 à 8 ans,933,de la,Viandes et volailles,de la,Volaille,du,Poulet,0,0,0,0,mcg,0.4,0,,3
Vitamine D,Enfants 1 à 8 ans,86,de la,Viandes et volailles,de la,Volaille,de la,Dinde et autres volailles,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,375,de la,Viandes et volailles,des,Viandes transformées,des,Saucisses,0,0,0,0,mcg,0.4,0.1,,3
Vitamine D,Enfants 1 à 8 ans,106,de la,Viandes et volailles,des,Viandes transformées,du,Porc salé,0,0,0,0,mcg,0.2,0.1,,3
Vitamine D,Enfants 1 à 8 ans,513,de la,Viandes et volailles,des,Viandes transformées,des,Viandes froides,0,0,0,0,mcg,0.2,0,,3
Vitamine D,Enfants 1 à 8 ans,135,de la,Viandes et volailles,des,Viandes transformées,du,Bacon,0,0,0,0,mcg,0.1,0,,3
Vitamine D,Enfants 1 à 8 ans,284,de la,Viandes et volailles,de la,Viande rouge,du,Porc frais,0,0,0,0,mcg,0.6,0.1,,3
Vitamine D,Enfants 1 à 8 ans,779,de la,Viandes et volailles,de la,Viande rouge,du,Bœuf,0,0,0,0,mcg,0.2,0,,3
Vitamine D,Enfants 1 à 8 ans,43,de la,Viandes et volailles,de la,Viande rouge,de l',Agneau - veau et gibiers,0,0,0,0,mcg,0.1,0,,3
Vitamine D,Enfants 1 à 8 ans,,de la,Viandes et volailles,de la,Viande rouge,des,Abats - foies et pâtés,X,X,,,mcg,X,X,<10,3
Vitamine D,Enfants 1 à 8 ans,1789,des,Substituts de viande,,,,,0.2,0,0.2,0.2,mcg,3.7,0.2,,1
Vitamine D,Enfants 1 à 8 ans,1450,des,Substituts de viande,des,Œufs,,,0.2,0,0.2,0.2,mcg,3.7,0.2,,2
Vitamine D,Enfants 1 à 8 ans,210,des,Substituts de viande,des,Légumineuses,,,0,0,0,0,mcg,0,0,,2
Vitamine D,Enfants 1 à 8 ans,749,des,Substituts de viande,des,Noix - graines et beurre d'arachides,,,0,0,0,0,mcg,0,0,,2
Vitamine D,Enfants 1 à 8 ans,58,des,Substituts de viande,du,Tofu et produits sans viande,,,0,0,0,0,mcg,0,0,,2
Vitamine D,Enfants 1 à 8 ans,45,des,Boissons et barres nutritionnelles,,,,,0,0,0,0,mcg,0.4,0.2,,1
Vitamine D,Enfants 1 à 8 ans,40,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,0,0,0,0,mcg,0.4,0.2,,2
Vitamine D,Enfants 1 à 8 ans,,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,X,X,,,mcg,X,X,<10,2
Vitamine D,Enfants 1 à 8 ans,2295,des,Soupes - sauces - Épices et autres ingrédients,,,,,0,0,0,0.1,mcg,0.6,0.2,,1
Vitamine D,Enfants 1 à 8 ans,761,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,0,0,0,0,mcg,0.5,0.2,,2
Vitamine D,Enfants 1 à 8 ans,532,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,0,0,0,0,mcg,0.1,0,,2
Vitamine D,Enfants 1 à 8 ans,2205,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,0,0,0,0,mcg,0,0,,2
Vitamine D,Enfants 1 à 8 ans,2106,des,Confiserie - sucres et grignotines salées,,,,,0.1,0,0,0.1,mcg,1.2,0.5,,1
Vitamine D,Enfants 1 à 8 ans,1048,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,0,0,0,0,mcg,0,0,,2
Vitamine D,Enfants 1 à 8 ans,497,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,0,0,0,0,mcg,0.4,0,,2
Vitamine D,Enfants 1 à 8 ans,615,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,0,0,0,0,mcg,0,0,,2
Vitamine D,Enfants 1 à 8 ans,1642,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,0,0,0,0.1,mcg,0.7,0.5,,2
Vitamine D,Enfants 1 à 8 ans,557,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,548,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,131,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,346,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,0,0,0,0,mcg,0.4,0,,3
Vitamine D,Enfants 1 à 8 ans,184,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,720,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Autres sucres et sirops,0,0,0,0.1,mcg,0.7,0.5,,3
Vitamine D,Enfants 1 à 8 ans,257,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Confitures - gelées et marmelades,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,1341,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Sucres,0,0,0,0,mcg,0,0,,3
Vitamine D,Enfants 1 à 8 ans,,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Édulcorants,X,X,,,mcg,X,X,<10,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,19,des,Aliments pour bébés,,,,,0.6,0.2,0.2,1,kcal,0,0,E,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,17,des,Aliments pour bébés,des,Produits alimentaires pour bébés,,,F,F,,,kcal,F,F,F,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,,des,Aliments pour bébés,des,Préparation pour nourrissons,,,X,X,,,kcal,X,X,<10,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3815,des,Boissons (excluant laits),,,,,151.7,4.7,142.5,160.8,kcal,7.4,0.2,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,93,des,Boissons (excluant laits),de l',Alcool,,,5,1.2,2.6,7.5,kcal,0.2,0.1,E,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,890,des,Boissons (excluant laits),du,Café et thé,,,8.7,0.7,7.3,10.1,kcal,0.4,0,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,340,des,Boissons (excluant laits),du,Café et thé,du,Café,0.3,0.1,0.2,0.5,kcal,0,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,608,des,Boissons (excluant laits),du,Café et thé,du,Thé,8.3,0.7,6.9,9.8,kcal,0.4,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,19,des,Boissons (excluant laits),des,Boissons Énergisantes,,,0.6,0.2,0.2,0.9,kcal,0,0,E,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,726,des,Boissons (excluant laits),des,Boissons aux fruits,,,27.7,2.8,22.2,33.2,kcal,1.4,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1498,des,Boissons (excluant laits),des,Jus de fruit,,,56.2,2.4,51.4,61,kcal,2.8,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,197,des,Boissons (excluant laits),des,Autres boissons,,,7.9,0.9,6.1,9.6,kcal,0.4,0,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,942,des,Boissons (excluant laits),des,Boissons gazeuses,,,39.4,2.5,34.5,44.3,kcal,1.9,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,131,des,Boissons (excluant laits),des,Boissons pour sportifs,,,4.3,0.7,3.1,5.6,kcal,0.2,0,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,48,des,Boissons (excluant laits),des,Jus de tomates et de légumes,,,0.9,0.3,0.4,1.4,kcal,0,0,E,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,30,des,Boissons (excluant laits),de l',Eau vitaminée,,,0.9,0.3,0.4,1.5,kcal,0,0,E,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3637,des,Boissons (excluant laits),de l',Eau,,,0,0,0,0,kcal,0,0,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3655,des,Produits laitiers et Boissons à base de plantes,,,,,286.1,6.4,273.5,298.7,kcal,14,0.3,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2532,des,Produits laitiers et Boissons à base de plantes,des,Fromages,,,108.9,3.9,101.2,116.5,kcal,5.3,0.2,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3315,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,,,160.2,4.3,151.8,168.6,kcal,7.9,0.2,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1440,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 1%,40.7,2.9,35,46.4,kcal,2,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2530,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 2%,82.3,3.1,76.2,88.5,kcal,4,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,575,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,de la,Crème et autres types de lait,9.8,1,7.9,11.7,kcal,0.5,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,98,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,des,Boissons à base de plantes,2.9,0.6,1.6,4.1,kcal,0.1,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1154,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait écrémé,6.3,0.7,4.9,7.7,kcal,0.3,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1072,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait entier,18.2,1.7,14.9,21.5,kcal,0.9,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,723,des,Produits laitiers et Boissons à base de plantes,des,Yogourts,,,17.1,1.1,15,19.2,kcal,0.8,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3579,des,Graisses et huiles,,,,,162.3,3.8,154.8,169.9,kcal,8,0.2,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,149,des,Graisses et huiles,des,Graisses animales,,,1.7,0.5,0.8,2.7,kcal,0.1,0,E,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,996,des,Graisses et huiles,du,Beurre,,,19.3,1.2,16.9,21.7,kcal,0.9,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1982,des,Graisses et huiles,des,Margarines,,,33.9,1.8,30.4,37.4,kcal,1.7,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1204,des,Graisses et huiles,des,Sauces pour salade,,,26.1,1.3,23.6,28.7,kcal,1.3,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1732,des,Graisses et huiles,du,Shortening,,,40.4,2.1,36.4,44.5,kcal,2,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2127,des,Graisses et huiles,des,Huiles végétales,,,40.9,1.8,37.2,44.5,kcal,2,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,419,des,Poissons et fruits de mer,,,,,14.8,1.9,11,18.6,kcal,0.7,0.1,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,319,des,Poissons et fruits de mer,des,Poissons,,,12.6,1.9,9,16.3,kcal,0.6,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,141,des,Poissons et fruits de mer,des,Mollusques et crustacés,,,2.1,0.4,1.3,3,kcal,0.1,0,E,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3672,des,Fruits et légumes,,,,,175.9,4,168.1,183.8,kcal,8.6,0.2,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2498,des,Fruits et légumes,des,Fruits,,,88.6,3,82.8,94.5,kcal,4.3,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1041,des,Fruits et légumes,des,Fruits,des,Pomme,26.7,1.3,24.2,29.2,kcal,1.3,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,823,des,Fruits et légumes,des,Fruits,des,Banane,20.3,1.2,17.9,22.7,kcal,1,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,743,des,Fruits et légumes,des,Fruits,des,Baies,6.8,0.5,5.8,7.8,kcal,0.3,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,73,des,Fruits et légumes,des,Fruits,des,Cerises,0.7,0.2,0.3,1.1,kcal,0,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,514,des,Fruits et légumes,des,Fruits,des,Agrumes,6.5,0.5,5.5,7.4,kcal,0.3,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,469,des,Fruits et légumes,des,Fruits,des,Raisins et raisins secs,6.3,0.5,5.3,7.4,kcal,0.3,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,194,des,Fruits et légumes,des,Fruits,des,Melons,5.4,1,3.5,7.3,kcal,0.3,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,331,des,Fruits et légumes,des,Fruits,des,Autres fruits,8.8,1.1,6.6,11,kcal,0.4,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,110,des,Fruits et légumes,des,Fruits,des,Pêches et nectarines,2.1,0.5,1.2,3,kcal,0.1,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,115,des,Fruits et légumes,des,Fruits,des,Poires,2.8,0.4,2,3.6,kcal,0.1,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,159,des,Fruits et légumes,des,Fruits,des,Ananas,1.7,0.3,1.1,2.3,kcal,0.1,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,33,des,Fruits et légumes,des,Fruits,des,Prunes et pruneaux,0.5,0.1,0.2,0.8,kcal,0,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3472,des,Fruits et légumes,des,Légumes incluant pommes de terre,,,87.3,2.8,81.8,92.9,kcal,4.3,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1524,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes vert foncé,7.5,0.4,6.7,8.3,kcal,0.4,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,990,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes jaune foncé ou orange,4.4,0.3,3.8,4.9,kcal,0.2,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2863,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Autres légumes,24,0.9,22.2,25.8,kcal,1.2,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1505,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes féculents,51.4,2.7,46.1,56.7,kcal,2.5,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3817,des,Produits céréaliers,,,,,622.8,9.5,604.1,641.4,kcal,30.5,0.4,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3182,des,Produits céréaliers,des,Pains,,,261.1,6.4,248.6,273.6,kcal,12.8,0.3,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,627,des,Produits céréaliers,des,Pains,des,Craquelins et biscottes,21.5,2.6,16.4,26.6,kcal,1.1,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1460,des,Produits céréaliers,des,Pains,des,Autres produits panifiés,94.7,4.7,85.4,104,kcal,4.6,0.2,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1791,des,Produits céréaliers,des,Pains,des,Pains et petits pains blancs,101.7,3.9,94.1,109.3,kcal,5,0.2,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,828,des,Produits céréaliers,des,Pains,des,Pains et petits pains à grains entiers et blé entier,43.1,2.7,37.9,48.4,kcal,2.1,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1416,des,Produits céréaliers,des,Céréales pour déjeuner,,,62.6,3.1,56.5,68.7,kcal,3.1,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,794,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),31.1,2.3,26.5,35.7,kcal,1.5,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,700,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,31.5,2.1,27.4,35.6,kcal,1.5,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1432,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,,65.9,3.3,59.4,72.4,kcal,3.2,0.2,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,58,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,2.7,0.6,1.6,3.9,kcal,0.1,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,45,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,1.9,0.5,1,2.9,kcal,0.1,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,656,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Barres granola,26.4,2.3,21.9,30.8,kcal,1.3,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Muffins et pains éclairs,X,X,,,kcal,X,X,<10,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3103,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,,,233.2,6.1,221.3,245.1,kcal,11.4,0.3,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2364,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,106.4,4.9,96.9,116,kcal,5.2,0.2,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1020,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,69,4.2,60.7,77.3,kcal,3.4,0.2,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,881,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,57.7,3.4,51.1,64.3,kcal,2.8,0.2,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3370,de la,Viandes et volailles,,,,,230.6,5.9,219,242.3,kcal,11.3,0.3,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1563,de la,Viandes et volailles,de la,Volaille,,,75.7,3.8,68.2,83.2,kcal,3.7,0.2,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1469,de la,Viandes et volailles,de la,Volaille,du,Poulet,72.6,3.8,65.1,80.2,kcal,3.6,0.2,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,121,de la,Viandes et volailles,de la,Volaille,de la,Dinde et autres volailles,3.1,0.6,2,4.3,kcal,0.2,0,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1813,de la,Viandes et volailles,des,Viandes transformées,,,64.7,3,58.9,70.5,kcal,3.2,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,386,de la,Viandes et volailles,des,Viandes transformées,du,Bacon,7.5,0.7,6.1,9,kcal,0.4,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,166,de la,Viandes et volailles,des,Viandes transformées,du,Porc salé,4.2,0.6,3,5.4,kcal,0.2,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1139,de la,Viandes et volailles,des,Viandes transformées,des,Viandes froides,27,1.8,23.4,30.6,kcal,1.3,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,584,de la,Viandes et volailles,des,Viandes transformées,des,Saucisses,26,2.1,21.8,30.2,kcal,1.3,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1697,de la,Viandes et volailles,de la,Viande rouge,,,90.2,4.6,81.2,99.2,kcal,4.4,0.2,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1330,de la,Viandes et volailles,de la,Viande rouge,du,Bœuf,63.6,3.9,56,71.2,kcal,3.1,0.2,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,71,de la,Viandes et volailles,de la,Viande rouge,de l',Agneau - veau et gibiers,4.6,1.5,1.7,7.4,kcal,0.2,0.1,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,,de la,Viandes et volailles,de la,Viande rouge,des,Abats - foies et pâtés,X,X,,,kcal,X,X,<10,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,467,de la,Viandes et volailles,de la,Viande rouge,du,Porc frais,21.7,2.2,17.4,26.1,kcal,1.1,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2673,des,Substituts de viande,,,,,84.6,3.6,77.5,91.8,kcal,4.2,0.2,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2213,des,Substituts de viande,des,Œufs,,,31.3,1.4,28.5,34.2,kcal,1.5,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,281,des,Substituts de viande,des,Légumineuses,,,9.8,1.3,7.3,12.3,kcal,0.5,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1036,des,Substituts de viande,des,Noix - graines et beurre d'arachides,,,40.5,3.2,34.2,46.7,kcal,2,0.1,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,108,des,Substituts de viande,du,Tofu et produits sans viande,,,3,0.6,1.8,4.2,kcal,0.1,0,E,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,167,des,Boissons et barres nutritionnelles,,,,,10.9,1.6,7.6,14.1,kcal,0.5,0.1,,1
